variant,count
"('committed', 'committed', 'created', 'committed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'labeled', 'referenced', 'cross_referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'unlabeled', 'labeled', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'referenced', 'closed', 'referenced')",1
"('committed', 'committed', 'created', 'committed', 'committed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'committed', 'head_ref_force_pushed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'cross_referenced', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'cross_referenced', 'commented', 'merged', 'closed')",1
"('committed', 'committed', 'created', 'labeled', 'commented', 'cross_referenced', 'closed')",1
"('committed', 'committed', 'created', 'labeled', 'committed', 'commented', 'cross_referenced', 'renamed', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'labeled', 'renamed', 'commented', 'reviewed', 'labeled', 'unlabeled', 'committed', 'committed', 'committed', 'committed', 'committed', 'labeled', 'committed', 'commented', 'commented', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'unlabeled', 'reviewed', 'commented', 'committed', 'labeled', 'committed', 'committed', 'committed', 'reviewed', 'committed', 'commented', 'mentioned', 'subscribed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'committed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('committed', 'committed', 'created', 'mentioned', 'subscribed', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced', 'cross_referenced', 'commented', 'mentioned', 'subscribed')",1
"('committed', 'committed', 'created', 'review_requested', 'commented', 'committed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'commented', 'merged', 'closed', 'head_ref_deleted', 'commented')",1
"('committed', 'committed', 'created', 'review_requested', 'committed', 'head_ref_force_pushed', 'reviewed', 'commented', 'committed', 'committed', 'committed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'labeled', 'unlabeled', 'labeled', 'commented', 'commented', 'mentioned', 'subscribed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'head_ref_force_pushed', 'labeled', 'labeled', 'head_ref_force_pushed', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'milestoned', 'committed', 'head_ref_force_pushed', 'commented', 'reviewed', 'base_ref_changed', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'head_ref_restored', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'labeled', 'auto_rebase_enabled', 'commented', 'cross_referenced', 'renamed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'labeled', 'unlabeled', 'cross_referenced', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'renamed', 'labeled', 'labeled', 'labeled', 'commented', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'committed', 'committed', 'committed', 'commented', 'auto_rebase_enabled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'commented', 'reviewed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'closed')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'convert_to_draft', 'commented', 'committed', 'committed', 'committed', 'ready_for_review', 'commented', 'mentioned', 'subscribed', 'commented', 'renamed', 'renamed', 'review_requested', 'copilot_work_started', 'reviewed', 'reviewed', 'reviewed', 'commented', 'cross_referenced', 'commented', 'closed')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'closed')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'base_ref_force_pushed', 'reviewed', 'merged', 'closed')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'milestoned', 'committed', 'commented', 'convert_to_draft', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'labeled', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'renamed', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'renamed', 'commented', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('committed', 'committed', 'created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'renamed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('committed', 'created', 'assigned', 'committed', 'commented', 'commented', 'mentioned', 'subscribed', 'merged', 'closed', 'head_ref_deleted', 'reviewed', 'cross_referenced')",1
"('committed', 'created', 'closed', 'reopened', 'merged', 'closed')",1
"('committed', 'created', 'commented')",1
"('committed', 'created', 'commented', 'assigned', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'commented', 'closed')",1
"('committed', 'created', 'commented', 'closed', 'commented')",1
"('committed', 'created', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'commented', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'commented', 'commented', 'closed', 'mentioned', 'subscribed')",1
"('committed', 'created', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'reviewed', 'labeled', 'unlabeled', 'labeled', 'labeled', 'unlabeled', 'labeled', 'unlabeled', 'unlabeled', 'labeled', 'unlabeled', 'labeled', 'commented', 'labeled', 'closed')",1
"('committed', 'created', 'commented', 'commented', 'committed', 'committed', 'commented', 'mentioned', 'subscribed', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'commented', 'labeled', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'commented', 'mentioned', 'subscribed', 'closed', 'unsubscribed')",1
"('committed', 'created', 'commented', 'commented', 'mentioned', 'subscribed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'commented', 'mentioned', 'subscribed', 'reviewed', 'merged', 'closed', 'commented', 'mentioned', 'subscribed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'commented', 'mentioned', 'subscribed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'commented', 'merged', 'closed')",1
"('committed', 'created', 'commented', 'commented', 'merged', 'closed', 'cross_referenced')",1
"('committed', 'created', 'commented', 'commented', 'reviewed', 'commented', 'commented', 'committed', 'committed', 'commented', 'closed')",1
"('committed', 'created', 'commented', 'commented', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'commented', 'committed', 'commented', 'commented', 'merged', 'closed', 'commented')",1
"('committed', 'created', 'commented', 'committed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'committed', 'committed', 'head_ref_force_pushed', 'review_requested', 'committed', 'head_ref_force_pushed', 'reviewed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'committed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'committed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'committed', 'reviewed', 'reviewed', 'committed', 'merged', 'closed', 'commented')",1
"('committed', 'created', 'commented', 'cross_referenced', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'cross_referenced', 'committed', 'committed', 'closed')",1
"('committed', 'created', 'commented', 'cross_referenced', 'cross_referenced', 'merged', 'closed', 'commented', 'commented', 'commented', 'cross_referenced')",1
"('committed', 'created', 'commented', 'cross_referenced', 'labeled', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'cross_referenced', 'renamed', 'review_requested', 'reviewed', 'commented', 'reviewed', 'merged', 'closed')",1
"('committed', 'created', 'commented', 'cross_referenced', 'review_requested', 'labeled', 'commented', 'cross_referenced', 'commented', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'cross_referenced', 'reviewed', 'commented', 'commented', 'closed')",1
"('committed', 'created', 'commented', 'labeled', 'commented', 'commented', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('committed', 'created', 'commented', 'labeled', 'commented', 'committed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'mentioned', 'subscribed', 'committed', 'committed', 'commented', 'commented', 'commented', 'closed')",1
"('committed', 'created', 'commented', 'mentioned', 'subscribed', 'committed', 'committed', 'reviewed', 'mentioned', 'subscribed', 'commented', 'merged', 'closed', 'commented', 'head_ref_deleted', 'commented')",1
"('committed', 'created', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'reviewed', 'merged', 'closed', 'commented', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'merged', 'closed', 'commented', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'merged', 'closed', 'head_ref_deleted', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'referenced', 'commented', 'cross_referenced', 'commented', 'mentioned', 'subscribed')",1
"('committed', 'created', 'commented', 'merged', 'closed', 'reviewed', 'head_ref_deleted')",1
"('committed', 'created', 'commented', 'ready_for_review', 'review_requested', 'reviewed', 'committed', 'review_requested', 'commented', 'mentioned', 'subscribed', 'reviewed', 'committed', 'committed', 'committed', 'committed', 'review_requested', 'reviewed', 'merged', 'closed', 'commented', 'mentioned', 'subscribed', 'cross_referenced')",1
"('committed', 'created', 'commented', 'ready_for_review', 'reviewed', 'committed', 'committed', 'review_requested', 'reviewed', 'reviewed', 'merged', 'closed', 'cross_referenced', 'head_ref_deleted')",1
